"persid";"apellido1";"apellido2";"nombre";"municipio";"fechanac";"horasextra"
"7a4ddfc5e";"CRUZ";"LOPEZ";"RAFAEL J.";"03122";"1970-04-25";595
"7a6398a69";"CHINCHILLA";"LOPEZ";"CRISTINA MARIA";"03122";"1970-06-19";769
"7a6f2dd6f";"CASES";"LOPEZ";"FRANCISCO JOSE";"03122";"1970-10-11";216
"7a983ef01";"LOPEZ";"LOPEZ";"ENRIQUE";"03122";"1970-12-22";91
"7b0870105";"GALAN";"LOPEZ";"MARIA DEL CARMEN";"03122";"1971-01-05";38
"7b0ae7fef";"AROCA";"LOPEZ";"JUANA DOLORES";"03122";"1971-01-27";959
"7b4d82ac3";"AMOROS";"LOPEZ";"MACARENA";"03122";"1971-08-23";723
"7b6f5c546";"NAVARRO";"LOPEZ";"NICOLAS";"03122";"1971-08-24";359
"7b95e93dd";"SEMPERE";"LOPEZ";"JULIO";"03122";"1972-02-24";349
"7be08883c";"VELOSO";"LOPEZ";"ANGEL";"03122";"1972-11-14";160
"7be545aa3";"CHACON";"LOPEZ";"JOSE MANUEL";"03122";"1972-12-04";71
"7be65ffaf";"MEDINA";"LOPEZ";"ANDRES";"03122";"1973-02-22";359
"7bfa1311b";"ARACIL";"LOPEZ";"ALICIA";"03122";"1973-07-26";35
"7c4f0800d";"FERRANDIZ";"LOPEZ";"CELESTE";"03122";"1973-08-03";777
"7c54844c1";"GARCIA";"LOPEZ";"TOMAS";"03014";"1973-10-21";586
"7caad1df6";"PENEDO";"LOPEZ";"ENRIQUE";"03014";"1974-01-05";713
"7cc622cc4";"JIMENEZ";"LOPEZ";"DANIEL";"03014";"1974-05-30";147
"7cc8fa05b";"FERNANZ";"LOPEZ";"JOSE CARLOS";"03014";"1974-09-15";167
"7d417d996";"SANCHEZ";"LOPEZ";"MARIA LUISA";"03014";"1974-11-22";102
"7d42fb375";"VIDAL";"LOPEZ";"ZENAIDA";"03014";"1975-05-04";751
"7da54d0d9";".";"LOPEZ";"MICHELLE";"03014";"1975-09-17";830
"7dcd5c134";"BOTELLA";"LOPEZ";"MARIA ESTELA";"03014";"1976-06-06";657
"7ddfcc390";"ALEPUZ";"LOPEZ";"LAURA";"03014";"1976-11-02";749
"7de01f098";"ARMENGOL";"LOPEZ";"RICARD";"03014";"1976-11-21";369
"7df668b19";"SOGORB";"LOPEZ";"ASUNCION";"03014";"1977-01-17";197
"7e17aff5c";"HENAREJOS";"LOPEZ";"OLGA";"03014";"1977-01-26";894
"7e1af9de7";"GALVEZ";"LOPEZ";"ISABEL";"03014";"1977-04-07";30
"7e2801f4b";".";"LOPEZ";"IRYNA";"03014";"1977-08-08";596
"7e5afcb56";"BOTELLA";"LOPEZ";"MARIA FRANCIA";"03014";"1977-09-12";220
"7e759d48f";"SUAREZ";"LOPEZ";"SUSANA";"03014";"1978-02-03";234
"7e9568326";"MORENILLA";"LOPEZ";"ANTONIO MANUEL";"03014";"1978-03-27";828
"7f0d9eb8a";"FERREIRA";"LOPEZ";"LUISA FERNANDA";"03014";"1978-06-05";3
"7f21e012e";"LOPEZ";"LOPEZ";"JULIA";"03014";"1978-06-08";44
"7f2745be5";"DIAZ";"LOPEZ";"AURORA";"03014";"1978-06-10";907
"7f4808863";"SANCHEZ";"LOPEZ";"MARIA DE FATIMA";"03014";"1978-06-13";41
"7f963c332";"TORREGROSA";"LOPEZ";"FERNANDO";"03014";"1978-11-13";2
"7fae41bd0";"PEREZ";"LOPEZ";"VALENTIN ESTANISLAO";"03014";"1979-01-18";629
"7fc3d5cac";"ARMAS";"LOPEZ";"SARA MICHELLE";"03014";"1979-04-01";400
"7fe0594af";"RAMIREZ";"LOPEZ-BALLESTEROS";"MIGUEL ANGEL";"03014";"1979-04-18";352
"7fecfe565";"GONZALEZ";"LORENCIO";"MARIA ANGELES";"03014";"1979-05-26";790
"8009368c5";"MERINO";"LORENTE";"ANA MARIA";"03014";"1979-06-17";472
"80512d142";"CHICA";"LORENZO";"FRANCISCO JAVIER";"03014";"1979-07-03";711
"8070916f2";"ANTON";"LORENZO";"PABLO";"03014";"1979-07-05";825
"8090a87bd";"VALLEJO";"LORENZO";"MARIA DOLORES";"03014";"1979-07-25";248
"80934ce2f";"MOTOS";"LORRIO";"RAQUEL";"03014";"1979-09-21";296
"81013c5cd";"GARCIA";"LOSADA";"DANIEL";"03014";"1979-10-23";538
"81151206e";"GARCIA";"LOUIS";"FCO. JESUS";"03014";"1979-10-28";396
"817649758";"VEGARA";"LOZANO";"LAURA MARIA";"03014";"1980-01-11";464
"81d86c8df";"MARTINEZ";"LOZANO";"PILAR";"03014";"1980-10-10";640
"81e5868b4";"ROBLES";"LUCAS";"FRANCISCO JAVIER";"03014";"1981-03-23";146
"81efa9861";"MARTINEZ";"LUCERON";"TOMAS MANUEL";"03014";"1981-04-05";293
"820d242c1";"PASTOR";"LUIS";"ISABEL";"03014";"1981-11-10";296
"821c5698a";"GARCIA";"LUNA";"JOSE SEGUNDO";"03014";"1981-11-26";896
"826bb3b64";"PLA";"MACIA";"MARCOS";"03014";"1982-02-18";663
"82776df92";"GONZALEZ";"MACIA";"ELISA MARIA";"03014";"1982-02-26";494
"82a65f9ce";"VELASCO";"MADRID";"JOSE VICTOR";"03014";"1982-03-02";789
"82bc5c6d4";"SIERRA";"MADRIGAL";"MARIA CONSUELO";"03014";"1982-03-27";693
"82bc6018e";"OLIVO";"MAESTRE";"ANGEL";"03014";"1982-04-27";89
"82c4e90e1";".";"MAFE";"JULIO DANIEL";"03014";"1983-01-28";8
"82d80c91d";"ALVARO";"MALDONADO";"ANGELA";"03014";"1983-04-01";928
"8308bd2a5";"VILLENA";"MALDONADO";"MANUELA";"03014";"1983-04-22";918
"832cbd308";"PEREZ";"MANAREL";"RUBEN ALFREDO";"03014";"1983-05-02";824
"83371e7e2";"ACOSTA";"MANEU";"ANA LUZ";"03014";"1983-06-15";931
"8356b0ee6";"MIRA";"MANSILLA";"LORENA";"03014";"1983-07-28";962
"838498f3b";"POYATO";"MANZANARO";"PABLO";"03014";"1984-02-23";730
"83a40aa8a";"LOPEZ";"MANZANARO";"PEDRO JOSE";"03014";"1984-05-05";973
"83e39a511";"CABALLERO";"MANZANEDA";"MARIA TERESA";"03014";"1984-05-29";965
"840b2e2dd";"TORREGROSA";"MAÑAS";"JOSE";"03014";"1984-09-21";358
"840ddb56c";"BELMONTE";"MAÑEZ";"VERONICA";"03014";"1984-11-12";373
"841c5425e";"LLAMAS";"MAQUEDA";"ALEJANDRO JESUS";"03014";"1984-11-17";316
"843489537";"FILIU";"MARAÑON";"ANA BELEN";"03014";"1984-12-05";147
"843a36a6f";"PARDO";"MARCILLA";"JOSE PRUDENCIO";"03014";"1985-02-10";845
"84618595e";".";"MARCO";"ANNA";"03014";"1985-04-18";27
"84bec319a";"RODRIGUEZ";"MARCO";"MANUEL J.";"03014";"1985-08-03";973
"84cad2280";"CORTADO";"MARCO";"JUAN CARLOS";"03014";"1985-09-05";92
"8540261ed";"REJON";"MARCO";"ALFONSO FRANCISCO";"03014";"1985-10-29";324
"85a912fb7";"RUIZ";"MARCO";"ANTONIO ENRIQUE";"03014";"1985-11-14";510
"85b805e62";"QUINTAS";"MARCOS";"ANGEL MANUEL";"03014";"1985-12-31";489
"85cda5cf6";"JOVER";"MARHUENDA";"DAMIAN JOAQUIN";"03014";"1965-03-31";150
"85e036304";"BLEDA";"MARHUENDA";"ALMUDENA";"03014";"1965-05-20";635
"85e347c96";"CARBONELL";"MARI";"MARIA AMPARO";"03014";"1965-06-26";81
"85e882fb1";"PALAO";"MARIA";"MARIA CRUZ";"03014";"1966-01-31";531
"8602e6d33";"MATEO";"MARIA";"MARIA DEL PILAR";"03014";"1966-02-01";745
"860b7be6e";"LLORET";"MARIA";"SONIA";"03014";"1966-02-11";941
"860d5f7ec";"VILLACORTA";"MARIA";"SERGIO";"03014";"1967-05-05";319
"862b7a380";"PAVON";"MARIMON";"JOSE SILVERIO";"03014";"1967-10-22";438
"865c13271";"PASTOR";"MARIN";"FRANCISCO JAVIER";"03014";"1967-12-31";30
"86955afc1";"CABEZAS";"MARIN";"MARIA MERCEDES";"03014";"1968-01-06";328
"86b9185c3";"BELLIURE";"MARIN";"ANA MARIA";"03014";"1968-01-15";365
"86f06056e";"MIRAS";"MARIN";"NATALIA";"03090";"1968-02-04";948
"873e029af";"DE LA CRUZ";"MARINI";"JESUS";"03053";"1968-05-28";151
"878000b71";"RUIZ-SANTA QUITERIA";"MAROTO";"MANUEL CAYETANO";"03104";"1968-06-22";296
"87aae14eb";"SOLER";"MARQUEZ";"VERONICA";"03079";"1968-06-23";910
"882f66c0d";"LILLO";"MARQUEZ";"LUISA MARIA";"03014";"1969-01-14";882
"88528e5f4";"CORTES";"MARQUEZ";"ANGELA NURIA";"03014";"1969-09-18";268
"885da6398";"FRANCO";"MARQUEZ";"JORGE";"03014";"1969-12-30";874
"89245ad7a";".";"MARQUEZ";"NADEJDA";"03014";"1970-02-14";240
"894f37ca4";"CANSINO";"MARQUINA";"MARGARITA";"03014";"1970-04-25";642
"89846f327";"SEMPERE";"MARSET";"MARIA ANGELES";"03014";"1970-06-19";190
"898657f6d";"UBAGO";"MARTI";"MARIA DEL MAR";"03014";"1970-10-11";388
"89bb25c9d";"ESTEBAN";"MARTI";"Mª PILAR";"03014";"1970-12-22";486
"89c54c039";"OLMEDO";"MARTI";"ELENA";"03014";"1971-01-05";217
"8a1d7daaf";"REY";"MARTIN";"ANALIA ROSA";"03014";"1971-01-27";360
"8a279718b";"BORONAT";"MARTIN";"ANTONIO";"03014";"1971-08-23";579
"8a341120a";"MANZANARO";"MARTIN";"MANUEL";"03014";"1971-08-24";541
"8a9a5bbb7";"LADO";"MARTIN";"MARIA MANUELA";"03014";"1972-02-24";870
"8abf05ae6";"ZARAGOZA";"MARTIN";"JORGE";"03014";"1972-11-14";67
"8ac860c6f";"VICENS";"MARTIN";"MARIA DE LOS REMEDIOS";"03014";"1973-02-22";20
"8af7d664e";"ALIAGA";"MARTIN";"RAMON MATIAS";"03014";"1973-07-26";703
"8b69d5f42";"ROIG";"MARTIN";"MONTSERRAT";"03014";"1973-08-03";411
"8b894cbb9";"MARTINEZ";"MARTIN";"IGNACIO JOSE";"03014";"1973-10-21";466
"8ba0303a6";"LOPEZ";"MARTIN";"VICENTE";"03014";"1974-01-05";233
"8bb44d617";"GARCIA";"MARTIN";"NURIA";"03014";"1974-05-30";155
"8bcfb6d6f";"RICO";"MARTIN";"RUBEN";"03014";"1974-09-15";407
"8be9afc17";"ARACIL";"MARTIN";"NOEMI";"03014";"1974-11-22";552
"8c065eb3e";"MORA";"MARTIN-PORTUGUES";"JESUS DAMIAN";"03014";"1975-05-04";593
"8c42fd4cb";"MARIN";"MARTINEZ";"HECTOR";"03014";"1975-09-17";437
"8c586e3ea";"TORRES";"MARTINEZ";"M. JOSE";"03014";"1976-06-06";881
"8c97b0b42";"FERRANDIZ";"MARTINEZ";"MARIA DOLORES";"03014";"1976-11-02";959
"8cbc0755b";"PEREZ";"MARTINEZ";"MIGUEL ANGEL";"03014";"1977-01-17";31
"8cc9685d3";"SANCHEZ";"MARTINEZ";"ISRAEL";"03014";"1977-01-26";254
"8cd6b77b8";"ANDRES";"MARTINEZ";"JUAN";"03014";"1977-04-07";293
"8d4be7f85";"CANTO";"MARTINEZ";"ALICIA DE LA TRINIDAD";"03014";"1977-08-08";913
"8d6050204";"MARTINEZ";"MARTINEZ";"IVAN";"03014";"1977-09-12";523
"8d6704d15";"RODENAS";"MARTINEZ";"MARIA";"03014";"1978-02-03";167
"8d76e208a";"MARCO";"MARTINEZ";"MARIA ROSARIO";"03014";"1978-03-27";153
"8d9fa7f0e";"RICO";"MARTINEZ";"MARIA ISABEL";"03014";"1978-04-04";164
"8db4edabf";"ROLDAN";"MARTINEZ";"MARIA JOSE";"03014";"1978-06-05";358
"8dbc16695";"TAMAMES";"MARTINEZ";"NESTOR";"03014";"1978-06-08";541
"8e149449e";"FERRI";"MARTINEZ";"YOLANDA";"03014";"1978-06-10";650
"8ea37eda2";"CASTELL";"MARTINEZ";"M. ISABEL";"03014";"1978-06-13";575
"8ee8549c6";"FERRON";"MARTINEZ";"MARIA LOURDES";"03014";"1978-11-13";901
"8f02756be";"LOPEZ";"MARTINEZ";"MERCEDES";"03014";"1979-01-18";229
"8f3a6ae6c";"CANO";"MARTINEZ";"VICTOR V.";"03014";"1979-04-01";116
"8f7852de5";"JEREZ";"MARTINEZ";"ANTONIA";"03014";"1979-04-18";771
"8f877c20e";"MARTINEZ";"MARTINEZ";"JOSE LEANDRO";"03014";"1979-05-26";296
"8f8bc6f0f";".";"MARTINEZ";"ADRIANO";"03014";"1979-06-17";446
"8f92bbaa6";"TORTOSA";"MARTINEZ";"MARIA DEL CARMEN";"03014";"1979-07-03";791
"8faf2a91d";"ESPINOSA";"MARTINEZ";"MARIA ASUNCION";"03014";"1979-07-05";1000
"8ff6f64d2";"PADILLA";"MARTINEZ";"VICTORIA";"03014";"1979-07-25";858
"90422963a";"MARTI";"MARTINEZ";"MARIA ANTONIA";"03014";"1979-09-21";257
"9051bfea4";"MARCHANTE";"MARTINEZ";"ANA LOURDES";"03014";"1979-10-23";232
"905bfec91";"CANTO";"MARTINEZ";"MARIA JOSE";"03014";"1979-10-28";12
"907641bc1";"GARCIA";"MARTINEZ";"FRANCISCO JOSE";"03014";"1980-01-11";664
"907fbac5c";"MARIA";"MARTINEZ";"LEANDRO";"03014";"1980-10-10";785
"90be73137";"BUADES";"MARTINEZ";"ANTONIO";"03014";"1981-03-23";606
"90e80aaf7";"DAZA";"MARTINEZ";"ELISEO";"03014";"1981-04-05";100
"910d3293a";"HUERTA";"MARTINEZ";"MARIA VANESA";"03014";"1981-11-10";665
"913aba481";"IGLESIAS";"MARTINEZ";"JUANA MARIA";"03014";"1981-11-26";564
"9147bb7dc";"LOPEZ";"MARTINEZ";"MARIA DEL MAR";"03014";"1982-02-18";485
"91779ec75";"MOYANO";"MARTINEZ";"JOSE LUIS";"03014";"1982-02-26";697
"918e80f7c";"RAMON";"MARTINEZ";"ANTONIA";"03014";"1982-03-02";819
"9190d50e9";"HERNANDEZ";"MARTINEZ";"MARIA DEL CARMEN";"03014";"1982-03-27";779
"91ce4b7ac";"GOMEZ";"MARTINEZ";"FELICIANA";"03014";"1982-04-27";610
"920d87efc";"MORANT";"MARTINEZ";"MARIA ESPERANZA";"03014";"1983-01-28";341
"922967291";"RUIZ";"MARTINEZ";"MONICA";"03014";"1983-04-01";947
"923dba797";"ABAD";"MARTINEZ";"ALICIA VICTORIA";"03014";"1983-04-22";763
"926406b91";"GONZALEZ";"MARTINEZ";"JOSE";"03014";"1983-05-02";505
"933e12a5f";"FERRANDIZ";"MARTINEZ";"JUAN MIGUEL";"03014";"1983-06-15";304
"9357d847b";"MANZANO";"MARTINEZ";"JAVIER";"03014";"1983-07-28";303
"9369f5cf0";"YANETTI";"MARTINEZ";"SAMANTHA";"03014";"1984-02-23";155
"938921594";"GARCIA";"MARTINEZ";"YOLANDA";"03014";"1984-05-05";879
"93cf4846e";"SAMANIEGO";"MARTINEZ";"LUZ MARIA";"03014";"1984-05-29";203
"93de8cbf7";"ROSELLO";"MARTINEZ";"MARIA JESUS";"03014";"1984-09-21";385
"93f8aeac0";"COMPANY";"MARTINEZ";"SALVADOR";"03014";"1984-11-12";996
"93f901b67";"PASTOR";"MARTINEZ";"AGUSTIN";"03014";"1984-11-17";975
"93fcd9f42";"CRESPO";"MARTINEZ";"CARLOS JOSE";"03014";"1984-12-05";681
"9419c52bd";"CARBONELL";"MARTINEZ";"ELISA";"03014";"1985-02-10";442
"942973688";"RUEDA";"MARTINEZ";"JOSEFA";"03019";"1985-04-18";766
"9439b97ab";"BERNABEU";"MARTINEZ";"MARIA";"03019";"1985-08-03";680
"944d278f6";"ROMERO";"MARTINEZ";"ESTHER";"03032";"1985-10-29";22
"94bfc9fa7";"LOPEZ";"MARTINEZ";"MARIA ANGELES";"03121";"1985-11-14";913
"94c33eea1";"LLINARES";"MARTINEZ";"JUAN FCO.";"03121";"1985-12-31";311
"94e59f4c3";"TORQUE";"MARTINEZ";"YOLANDA";"03121";"1965-01-15";687
"9526d759e";"LATORRE";"MARTINEZ";"ADELA";"03121";"1965-10-07";918
"954722338";"MULA";"MARTINEZ";"LETICIA";"03121";"1966-05-03";788
"955b110b2";"GULLON";"MARTINEZ";"IGNACIO";"03121";"1966-05-25";362
"957602fbb";"ALCARAZ";"MARTINEZ";"SIMON";"03121";"1966-07-16";481
"958cc3dc0";"DURA";"MARTINEZ";"MARIA DOLORES";"03121";"1966-07-23";272
"959550a0c";"RUIZ";"MARTINEZ";"ANDRES";"03121";"1966-07-28";58
"962aa38e4";"LOSADA";"MARTINEZ";"CARMEN";"03121";"1967-03-09";51
"9651283c6";"PEREZ";"MARTINEZ";"SONIA";"03004";"1967-04-14";668
"9679adb8d";"LLOPIS";"MARTÍNEZ";"CELIA";"03129";"1967-04-28";641
"969525c5f";"MARTINEZ";"MARTÍNEZ";"JUAN ANTONIO";"03002";"1967-05-30";998
"96958db86";"HERNANDEZ";"MARTINEZ ABARCA";"MARIA DOLORES";"03121";"1967-06-15";431
"970b2721d";"BERENGUER";"MARTINEZ-ACACIO";"RICARDO MIGUEL";"03121";"1967-12-24";146
"9712cc2be";"ABAD";"MARTINEZ-PINNA";"JUAN FRANCISCO";"03121";"1968-02-08";301
"9730738d4";"VICENTE";"MARTINEZ-PINNA";"CRISTINA TRINIDAD";"03121";"1968-02-19";734
"9734be21b";"POVEDA";"MARTINEZ-ROMERO";"MARIA DEL PILAR";"03121";"1968-05-09";301
"973caeedd";"GOMIS";"MARTORELL";"ANTONIO FRANCISCO";"03121";"1968-05-15";180
"975ffc8e8";"MARTINEZ";"MARTOS";"JUAN RAMON";"03121";"1968-05-20";938
"9763d94fc";"MIRALLES";"MAS";"PASCUAL";"03121";"1968-08-03";686
"9764dbe46";"ESTEVE";"MAS";"YOLANDA";"03121";"1968-09-01";176
"97badfdb3";"FERNANDEZ";"MAS";"FRANCISCO";"03121";"1968-10-13";367
"97d12caa3";"ARMERO";"MAS";"NURIA";"03003";"1968-11-22";677
"97e6e2fc0";"MURILLO";"MAS";"ERNESTO ROMAN";"03139";"1969-01-20";47
"984153bde";"BELIJAR";"MASANET";"MIGUEL ANGEL";"03139";"1969-04-30";917
"9868beca3";"FLORES";"MASSEAU";"LUIS FERNANDO";"03139";"1969-05-12";700
"989835295";"FERRER";"MATA";"ISABEL";"03139";"1969-08-09";960
"99695e41c";"GARCIA";"MATE";"EMILIO";"03139";"1969-08-16";228
"996e54b76";"ZAMORA";"MATE";"FRANCISCO GABRIEL";"03139";"1969-09-16";386
"998659ed8";"SOLER";"MATEO";"JOSE GINES";"03139";"1969-11-17";657
"99b4d0bb1";"MAGDALENA";"MATEO";"PALOMA";"03139";"1970-02-13";146
"99d7f7ecf";"LLEDO";"MATEO";"GONZALO";"03139";"1970-09-10";173
"99eca9bba";"MARTINEZ";"MATEO";"JESUS";"03139";"1970-12-11";18
"9a1860da3";"ALEMANY";"MATEO";"MARIA TERESA";"03076";"1970-12-31";627
"9a3a5c19d";"LOPEZ";"MATEU";"MARIA AURELIA";"03133";"1971-04-05";446
"9a452314b";"MUÑOZ";"MATEU";"ANDRES";"03133";"1971-06-17";76
"9a5c5b5d2";"MORA";"MATEU";"JUANA MARIA";"03133";"1971-06-22";927
"9a8b2a927";"BARRANCO";"MAZON";"MARIA CONCEPCION";"03133";"1971-07-30";497
"9aac1ce3b";"LLAGUNO";"MAZON";"MARTA";"03133";"1971-08-03";745
"9ab5c09fe";"VIDAL";"MAZZELLA";"JAIME";"03133";"1972-10-30";568
"9ac3dc65c";"GISBERT";"MEDINA";"JOAQUIN BAUTISTA";"03133";"1972-12-22";175
"9ac80458b";"PEREZ";"MEDINA";"MARIA DOLORES";"03133";"1973-04-12";714
"9acbfa77b";"MAS";"MEDINA";"VERONICA";"03133";"1973-05-17";796
"9b0aca86d";"FERNANDEZ";"MEDINA";"EVA MARIA";"03133";"1973-10-03";909
"9b21dfb1d";"TENDERO";"MELERO";"DIEGO";"03069";"1973-11-29";15
"9b40a56c9";"LOPEZ";"MELGAREJO";"PASCUAL";"46124";"1974-01-02";976
"9b8f852a7";"RUIZ";"MELLINI";"MARIA ROSA";"46124";"1974-02-18";847
"9ba3f1052";"DIAZ-CARRASCO";"MELLONE";"AUREO";"03123";"1974-07-10";702
"9be196859";"TORRES";"MENDEZ";"ANDRES";"03003";"1974-07-22";152
"9c4352c7e";"FERRAN";"MENENDEZ";"MARTA";"03036";"1974-08-10";759
"9c5ac9265";"RUBIO";"MENGUAL";"RICARDO";"03016";"1974-09-05";69
"9c92a0b6d";"ESPINOSA";"MERAS";"MANUEL";"03080";"1974-10-20";770
"9ca54cc1c";"CASTILLO";"MERAS";"ADELA";"03011";"1974-12-30";436
"9d552417e";"BERMEJO";"MERCHAN";"JUAN";"03059";"1975-01-10";116
"9d5bdf9ec";"ALUSTIZA";"MERINO";"JOSE ANTONIO";"03904";"1975-01-24";687
"9d9475555";"CONTRERAS";"MESA";"PABLO";"03054";"1976-03-28";135
"9e01343ed";"PERALTA";"MICO";"CARMEN";"03134";"1976-06-27";76
"9e08cbdac";"GONZALBEZ";"MICO";"JUAN LUIS";"03068";"1976-09-02";916
"9e3acd850";"GARZON";"MIJANGOS";"YUDY AZUCENA";"03056";"1977-03-18";522
"9e599494e";"GUERRERO";"MILAN";"MARIA ROSARIO";"03054";"1977-06-18";733
"9e5b96270";"UCEDA";"MINGUEZ";"NICOLAS";"03045";"1977-07-23";61
"9e8ce51d8";"CASTILLO";"MIQUEL";"JESUS";"03028";"1977-07-24";696
"9eab5a729";"GINER";"MIQUEL";"RAFAEL M.";"03010";"1977-11-17";752
"9eb1a2242";"SANCHEZ";"MIRA";"MARIA DEL CARMEN";"03043";"1978-01-31";689
"9ecb7cc29";"CANO";"MIRA";"JUAN JOSE";"03107";"1978-08-14";141
"9ef9d7313";"GUARDIOLA";"MIRA";"FRANCISCO JAVIER";"46154";"1978-09-06";828
"9efd5e695";"FERNANDEZ";"MIRA";"JOSE MANUEL";"46059";"1979-01-22";615
"9f04f9783";"VALDES";"MIRA";"MARIA DEL MAR";"03085";"1979-11-02";639
"9f0573b9d";"MEDINA";"MIRA";"JULIAN";"46039";"1980-11-16";182
"9f091ecb6";"PEREZ";"MIRA-PERCEVAL";"PEDRO DAVID";"46121";"1980-11-27";133
"9f26bcd3a";"BASANTA";"MIRALLES";"MARÍA ELISA";"46104";"1981-03-02";748
"9f3e2aabf";"VIDAL";"MIRALLES";"CARIDAD";"46180";"1981-08-10";897
"9f8258b77";"RUSO";"MIRAVETE";"YOANA";"46118";"1981-08-25";929
"9f9b9e4a5";"FLOR";"MOGLIE";"FRANCISCO JOSE";"03041";"1981-12-29";657
"9fda158f2";"MARIN";"MOGORRON";"DAVID";"46091";"1982-06-18";912
"a0212c28c";"PEREZ";"MOHEDANO";"JOSE";"03041";"1982-08-20";905
"a0231c21f";"INAREJOS";"MOLINA";"ANA ISABEL";"03135";"1982-10-05";504
"a05f6a442";"MARTINEZ";"MOLINA";"MARCELINO";"30010";"1982-10-14";613
"a07d425ee";"ARENAS";"MOLINA";"MARIA DEL MAR";"46143";"1983-04-15";56
"a0bb19257";"LENTISCO";"MOLINA";"MARIA DOLORES";"46118";"1983-04-23";262
"a0fe2f358";"PASTOR";"MOLINA";"JOSE ANTONIO";"46153";"1983-05-01";682
"a1448801c";"CASABO";"MOLINA";"CARLOS";"46157";"1983-05-15";827
"a1c155a67";"GIL";"MOLINA";"ENRIQUE";"46033";"1983-11-07";698
"a1ce81e7a";"ESPINOSA";"MOLINA";"SERGIO";"46113";"1983-12-17";799
"a1dca43c7";"SOLER";"MOLINA";"MARIA ANGELES";"46203";"1984-03-12";513
"a1f7d02be";"MATEOS";"MOLINA";"EVA MARIA";"46132";"1984-04-15";834
"a204b08ee";"TORREGROSA";"MOLINA";"BEGOÑA";"46127";"1984-09-17";875
"a2056fc25";"LLOPIS";"MOLTO";"MARIA DOLORES";"46145";"1984-09-22";428
"a243bfad9";"CASANOVA";"MOLTO";"MILLAN";"03040";"1984-11-01";355
"a26706a8c";"RICO";"MONFORTE";"FRANCISCO JOSE";"03138";"1984-11-13";608
"a2e02e59a";"GREGORI";"MONGE";"MARINA";"03030";"1984-11-30";489
"a350e36f7";"MARCO";"MONJE";"ANTONIA";"46188";"1985-01-02";50
"a3511fff7";"ALCALA";"MONREAL";"RAQUEL";"03030";"1985-08-21";359
"a398ec40c";"GARCIA";"MONTANER";"ANTONIO";"46130";"1985-09-09";178
"a45da715e";"SORIANO";"MONTESINOS";"VICENTE";"46257";"1985-10-13";192
"a4ab195cf";"MALLOL";"MONTESINOS";"JOSE RAMON";"30009";"1966-02-14";187
"a4ad57200";"MILLA";"MONTESINOS";"PASCUALA";"46085";"1966-03-14";794
"a4dc6c4db";"PAGAN";"MONTESINOS";"JUAN";"46904";"1966-04-05";831
"a4e00ecca";"BERNABEU";"MONTIEL";"JUAN C.";"02051";"1966-04-30";760
"a4e751169";"DE VERA";"MONTOYA";"ASUNCION";"46215";"1966-05-25";976
"a53cbce87";"LOPEZ";"MONTOYO";"ENCARNACION";"30902";"1966-06-30";964
"a54e914fa";"BERTOMEU";"MORA";"VICENTE MANUEL";"46063";"1966-07-22";508
"a5613ff1f";"LILLO";"MORA";"PILAR";"46105";"1966-12-26";873
"a5ba82ede";"RUIZ";"MORA";"FRANCISCO";"46123";"1967-02-18";892
"a60058495";"GOMEZ";"MORA";"PEDRO";"46155";"1967-03-06";165
"a62c5e7ce";"SANCHEZ";"MORA";"JOSE LUIS";"30005";"1967-04-14";784
"a63e98887";"DIEZ";"MORA";"CATALINA";"46139";"1967-04-16";797
"a64f8bfa3";"NICOLAS";"MORA";"MARIA FUENSANTA";"30027";"1967-04-26";669
"a75c2f9ed";"GRIÑAN";"MORA";"MARIA  ISABEL";"46197";"1967-08-25";397
"a7a9aa134";"TOBARRA";"MORA";"AMPARO";"46176";"1967-08-30";853
"a80802c90";"BLASCO";"MORA";"LAURA";"30019";"1967-09-02";932
"a827639f2";"MARTINEZ";"MORA";"FRANCISCO JOSE";"46248";"1967-09-23";79
"a82789ac8";"SANCHEZ";"MORA";"JAVIER";"46248";"1968-02-03";679
"a82895156";"PUCHKOV";"MORA";"ANDRES";"02020";"1968-02-25";629
"a86b6b53c";"GUZMAN";"MORAL";"JOSEFA";"02037";"1968-03-15";879
"a873ec469";"LOPEZ";"MORALES";"RAFAELA";"46166";"1968-03-23";192
"a879bec95";"CORTES";"MORALES";"JESUS";"46014";"1968-04-30";462
"a87ea6ed7";"LLORET";"MORALES";"JOSE RAFAEL";"02037";"1968-06-02";754
"a8a73bc31";"GARCIA";"MORAN";"ALICIA";"02074";"1968-08-22";620
"a8c07c093";"ZAMORA";"MORATALLA";"PAMELA";"46022";"1968-08-23";818
"a8c3a8ff9";"GARCIA";"MOREDA";"MARIA DE LOS DOLORES";"46111";"1968-10-27";361
"a8c6fb454";"MENENDEZ";"MORELL";"DOLORES";"46163";"1968-10-28";109
"a8c831163";"RODRIGUEZ";"MORELL";"MARIA AURORA";"46171";"1968-12-30";868
"a8e95484c";"ESQUERDO";"MORENILLA";"JAUME";"02034";"1969-01-28";721
"a912e60f7";"FERRER";"MORENO";"MARIA TERESA";"30012";"1969-06-13";287
"a92640574";"ALVAREZ";"MORENO";"MARIA FRANCISCA";"02021";"1969-06-14";59
"a92dbac67";"SANCHEZ";"MORENO";"JOAQUINA";"30017";"1969-06-27";909
"a970275d7";"PEREZ";"MORENO";"ANGEL DAMIAN";"02029";"1969-09-30";80
